time,command,arg1,arg2,arg3,arg4,arg5,arg6,arg7
0,add,background,resources/backdrop_rd.jpg,1,0,0,1
0,text_field,plant_label,0 tons,Arial,24,127.4969387,371.5710253
0,text_field,sh_label3,0 tons,Arial,24,1295.602611,27.253022200000004
0,text_field,sh_label2,0 tons,Arial,24,1266.842303,269.231871
0,text_field,sh_label1,0 tons,Arial,24,1243.612967,504.0234246
0,text_color,plant_label,255,255,255
0,text_color,sh_label3,255,255,255
0,text_color,sh_label2,255,255,255
0,text_color,sh_label1,255,255,255
0,add_pbar,plant_pbar,127.4969387,346.5710253,100,20,0
0,add_pbar,sh_pbar3,1295.602611,52.253022200000004,100,20,0
0,add_pbar,sh_pbar2,1266.842303,294.231871,100,20,0
0,add_pbar,sh_pbar1,1243.612967,529.0234246,100,20,0
0,add,truck20-11,resources/truckF.png,1,0,0,0
0,scale,truck20-11,0.5
0,guide,truck20-11,25,50
0,rotation,truck20-11,90
0,add_pbar,truck20-11pb,0,0,50.0,10,0,0
0,pbar_attach,truck20-11pb,truck20-11,65,0,-90
0,pbar_color,truck20-11pb,150,0,0
0,add,truck20-12,resources/truckF.png,1,0,0,0
0,scale,truck20-12,0.5
0,guide,truck20-12,25,50
0,rotation,truck20-12,90
0,add_pbar,truck20-12pb,0,0,50.0,10,0,0
0,pbar_attach,truck20-12pb,truck20-12,65,0,-90
0,pbar_color,truck20-12pb,150,0,0
0,add,truck50-13,resources/truckF.png,1,0,0,0
0,scale,truck50-13,0.6
0,guide,truck50-13,25,50
0,rotation,truck50-13,90
0,add_pbar,truck50-13pb,0,0,60.0,10,0,0
0,pbar_attach,truck50-13pb,truck50-13,65,0,-90
0,pbar_color,truck50-13pb,150,0,0
0,add,truck20-21,resources/truckF.png,1,0,0,0
0,scale,truck20-21,0.5
0,guide,truck20-21,25,50
0,rotation,truck20-21,90
0,add_pbar,truck20-21pb,0,0,50.0,10,0,0
0,pbar_attach,truck20-21pb,truck20-21,65,0,-90
0,pbar_color,truck20-21pb,150,0,0
0,add,truck20-22,resources/truckF.png,1,0,0,0
0,scale,truck20-22,0.5
0,guide,truck20-22,25,50
0,rotation,truck20-22,90
0,add_pbar,truck20-22pb,0,0,50.0,10,0,0
0,pbar_attach,truck20-22pb,truck20-22,65,0,-90
0,pbar_color,truck20-22pb,150,0,0
0,add,truck50-23,resources/truckF.png,1,0,0,0
0,scale,truck50-23,0.6
0,guide,truck50-23,25,50
0,rotation,truck50-23,90
0,add_pbar,truck50-23pb,0,0,60.0,10,0,0
0,pbar_attach,truck50-23pb,truck50-23,65,0,-90
0,pbar_color,truck50-23pb,150,0,0
0,add,truck20-31,resources/truckF.png,1,0,0,0
0,scale,truck20-31,0.5
0,guide,truck20-31,25,50
0,rotation,truck20-31,90
0,add_pbar,truck20-31pb,0,0,50.0,10,0,0
0,pbar_attach,truck20-31pb,truck20-31,65,0,-90
0,pbar_color,truck20-31pb,150,0,0
0,add,truck20-32,resources/truckF.png,1,0,0,0
0,scale,truck20-32,0.5
0,guide,truck20-32,25,50
0,rotation,truck20-32,90
0,add_pbar,truck20-32pb,0,0,50.0,10,0,0
0,pbar_attach,truck20-32pb,truck20-32,65,0,-90
0,pbar_color,truck20-32pb,150,0,0
0,add,truck50-33,resources/truckF.png,1,0,0,0
0,scale,truck50-33,0.6
0,guide,truck50-33,25,50
0,rotation,truck50-33,90
0,add_pbar,truck50-33pb,0,0,60.0,10,0,0
0,pbar_attach,truck50-33pb,truck50-33,65,0,-90
0,pbar_color,truck50-33pb,150,0,0
0,place,truck20-11,1243.612967,579.0234246
0,place,truck20-11,1193.612967,579.0234246
0,place,truck20-11,1243.612967,579.0234246
0,place,truck20-11,1193.612967,579.0234246
0,place,truck20-12,1143.612967,579.0234246
0,place,truck20-11,1243.612967,579.0234246
0,place,truck20-11,1193.612967,579.0234246
0,place,truck20-12,1143.612967,579.0234246
0,place,truck50-13,1093.612967,579.0234246
0,place,truck20-21,1266.842303,344.231871
0,place,truck20-21,1216.842303,344.231871
0,place,truck20-21,1266.842303,344.231871
0,place,truck20-21,1216.842303,344.231871
0,place,truck20-22,1166.842303,344.231871
0,place,truck20-21,1266.842303,344.231871
0,place,truck20-21,1216.842303,344.231871
0,place,truck20-22,1166.842303,344.231871
0,place,truck50-23,1116.842303,344.231871
0,place,truck20-31,1295.602611,102.2530222
0,place,truck20-31,1245.602611,102.2530222
0,place,truck20-31,1295.602611,102.2530222
0,place,truck20-31,1245.602611,102.2530222
0,place,truck20-32,1195.602611,102.2530222
0,place,truck20-31,1295.602611,102.2530222
0,place,truck20-31,1245.602611,102.2530222
0,place,truck20-32,1195.602611,102.2530222
0,place,truck50-33,1145.602611,102.2530222
0,move_on,truck20-11,S1,4.898244857503517,1,0,1
0,place,truck20-12,1243.612967,579.0234246
0,place,truck20-12,1193.612967,579.0234246
0,place,truck50-13,1143.612967,579.0234246
0,pbar_level,sh_pbar1,0
0,move_on,truck20-21,S2,3.682047255121641,1,0,1
0,place,truck20-22,1266.842303,344.231871
0,place,truck20-22,1216.842303,344.231871
0,place,truck50-23,1166.842303,344.231871
0,pbar_level,sh_pbar2,0
0,move_on,truck20-31,S3,4.620667697885368,1,0,1
0,place,truck20-32,1295.602611,102.2530222
0,place,truck20-32,1245.602611,102.2530222
0,place,truck50-33,1195.602611,102.2530222
0,pbar_level,sh_pbar3,0
0.18410236275608205,pbar_level,sh_pbar2,0.05
0.23103338489426842,pbar_level,sh_pbar3,0.05
0.24491224287517585,pbar_level,sh_pbar1,0.05
0.3682047255121641,pbar_level,sh_pbar2,0.1
0.46206676978853684,pbar_level,sh_pbar3,0.1
0.4898244857503517,pbar_level,sh_pbar1,0.1
0.5523070882682461,pbar_level,sh_pbar2,0.15
0.6931001546828053,pbar_level,sh_pbar3,0.15
0.7347367286255275,pbar_level,sh_pbar1,0.15
0.7364094510243282,pbar_level,sh_pbar2,0.2
0.9205118137804102,pbar_level,sh_pbar2,0.25
0.9241335395770737,pbar_level,sh_pbar3,0.2
0.9796489715007034,pbar_level,sh_pbar1,0.2
1.1046141765364923,pbar_level,sh_pbar2,0.3
1.155166924471342,pbar_level,sh_pbar3,0.25
1.2245612143758793,pbar_level,sh_pbar1,0.25
1.2887165392925743,pbar_level,sh_pbar2,0.35
1.3862003093656106,pbar_level,sh_pbar3,0.3
1.469473457251055,pbar_level,sh_pbar1,0.3
1.4728189020486564,pbar_level,sh_pbar2,0.4
1.617233694259879,pbar_level,sh_pbar3,0.35
1.6569212648047384,pbar_level,sh_pbar2,0.45
1.7143857001262308,pbar_level,sh_pbar1,0.35
1.8410236275608205,pbar_level,sh_pbar2,0.5
1.8482670791541476,pbar_level,sh_pbar3,0.4
1.9592979430014066,pbar_level,sh_pbar1,0.4
2.0251259903169023,pbar_level,sh_pbar2,0.55
2.079300464048416,pbar_level,sh_pbar3,0.45
2.2042101858765824,pbar_level,sh_pbar1,0.45
2.2092283530729846,pbar_level,sh_pbar2,0.6
2.3103338489426846,pbar_level,sh_pbar3,0.5
2.393330715829067,pbar_level,sh_pbar2,0.65
2.449122428751758,pbar_level,sh_pbar1,0.5
2.541367233836953,pbar_level,sh_pbar3,0.55
2.577433078585149,pbar_level,sh_pbar2,0.7
2.694034671626934,pbar_level,sh_pbar1,0.55
2.7615354413412314,pbar_level,sh_pbar2,0.75
2.7724006187312216,pbar_level,sh_pbar3,0.6
2.9389469145021097,pbar_level,sh_pbar1,0.6
2.9456378040973137,pbar_level,sh_pbar2,0.8
3.00343400362549,pbar_level,sh_pbar3,0.65
3.129740166853396,pbar_level,sh_pbar2,0.85
3.1838591573772854,pbar_level,sh_pbar1,0.65
3.2344673885197586,pbar_level,sh_pbar3,0.7
3.3138425296094782,pbar_level,sh_pbar2,0.9
3.428771400252461,pbar_level,sh_pbar1,0.7
3.465500773414027,pbar_level,sh_pbar3,0.75
3.4979448923655605,pbar_level,sh_pbar2,0.95
3.673683643127637,pbar_level,sh_pbar1,0.75
3.682047255121641,image,truck20-21,resources/truckF.png
3.682047255121641,move_on,truck20-21,S2toPq,1.6090527748800083,1,0,1
3.682047255121641,text,sh_label2,20 tons
3.682047255121641,pbar_level,truck20-21pb,0.9731824537519999
3.682047255121641,move_on,truck20-22,S2,3.998714669212602,1,0,1
3.682047255121641,place,truck50-23,1266.842303,344.231871
3.682047255121641,place,truck50-23,1206.842303,344.231871
3.682047255121641,pbar_level,sh_pbar2,0
3.6820472551216428,pbar_level,sh_pbar2,1.0
3.6965341583082956,pbar_level,sh_pbar3,0.8
3.881982988582271,pbar_level,sh_pbar2,0.05
3.9185958860028127,pbar_level,sh_pbar1,0.8
3.927567543202564,pbar_level,sh_pbar3,0.85
4.081918722042901,pbar_level,sh_pbar2,0.1
4.084310448841643,pbar_level,truck20-21pb,0.9463649075039997
4.158600928096832,pbar_level,sh_pbar3,0.9
4.1635081288779885,pbar_level,sh_pbar1,0.85
4.281854455503531,pbar_level,sh_pbar2,0.15
4.389634312991101,pbar_level,sh_pbar3,0.95
4.408420371753165,pbar_level,sh_pbar1,0.9
4.481790188964161,pbar_level,sh_pbar2,0.2
4.486573642561646,pbar_level,truck20-21pb,0.9195473612559996
4.620667697885368,image,truck20-31,resources/truckF.png
4.620667697885368,move_on,truck20-31,S3toPq,2.3970268937398718,1,0,1
4.620667697885368,text,sh_label3,20 tons
4.620667697885368,pbar_level,truck20-31pb,0.9700371638282517
4.620667697885368,move_on,truck20-32,S3,4.316762678419023,1,0,1
4.620667697885368,place,truck50-33,1295.602611,102.2530222
4.620667697885368,place,truck50-33,1235.602611,102.2530222
4.620667697885368,pbar_level,sh_pbar3,0
4.620667697885369,pbar_level,sh_pbar3,1.0
4.653332614628341,pbar_level,sh_pbar1,0.95
4.681725922424791,pbar_level,sh_pbar2,0.25
4.83650583180632,pbar_level,sh_pbar3,0.05
4.881661655885421,pbar_level,sh_pbar2,0.3
4.888836836281648,pbar_level,truck20-21pb,0.8927298150079994
4.898244857503517,image,truck20-11,resources/truckF.png
4.898244857503517,move_on,truck20-11,S1toPq,2.7133506068735627,1,0,1
4.898244857503517,text,sh_label1,20 tons
4.898244857503517,pbar_level,truck20-11pb,0.9728664939312643
4.898244857503517,pbar_level,sh_pbar1,1.0
4.898244857503517,move_on,truck20-12,S1,3.550474046311682,1,0,1
4.898244857503517,place,truck50-13,1243.612967,579.0234246
4.898244857503517,place,truck50-13,1183.612967,579.0234246
4.898244857503517,pbar_level,sh_pbar1,0
5.052343965727271,pbar_level,sh_pbar3,0.1
5.075768559819101,pbar_level,sh_pbar1,0.05
5.081597389346051,pbar_level,sh_pbar2,0.35
5.219924421320336,pbar_level,truck20-31pb,0.9400743276565032
5.253292262134686,pbar_level,sh_pbar1,0.1
5.2681820996482225,pbar_level,sh_pbar3,0.15
5.281533122806681,pbar_level,sh_pbar2,0.4
5.291100030001649,place,truck20-21,279.0408607,316.5710253
5.291100030001649,place,truck20-21,329.0408607,316.5710253
5.291100030001649,move_on,truck20-21,P,2.080505983632469,1,0,1
5.291100030001649,pbar_level,plant_pbar,1
5.395125329183273,pbar_level,plant_pbar,0.95
5.43081596445027,pbar_level,sh_pbar1,0.15
5.481468856267311,pbar_level,sh_pbar2,0.45
5.484020233569174,pbar_level,sh_pbar3,0.2
5.499150628364896,pbar_level,plant_pbar,0.9
5.5765825092219075,pbar_level,truck20-11pb,0.9457329878625287
5.60317592754652,pbar_level,plant_pbar,0.85
5.608339666765854,pbar_level,sh_pbar1,0.2
5.681404589727941,pbar_level,sh_pbar2,0.5
5.699858367490125,pbar_level,sh_pbar3,0.25
5.707201226728143,pbar_level,plant_pbar,0.8
5.785863369081438,pbar_level,sh_pbar1,0.25
5.811226525909767,pbar_level,plant_pbar,0.75
5.819181144755303,pbar_level,truck20-31pb,0.9101114914847548
5.881340323188571,pbar_level,sh_pbar2,0.55
5.91525182509139,pbar_level,plant_pbar,0.7
5.915696501411077,pbar_level,sh_pbar3,0.3
5.9633870713970225,pbar_level,sh_pbar1,0.3
6.019277124273014,pbar_level,plant_pbar,0.65
6.081276056649201,pbar_level,sh_pbar2,0.6
6.123302423454637,pbar_level,plant_pbar,0.6
6.131534635332028,pbar_level,sh_pbar3,0.35
6.140910773712607,pbar_level,sh_pbar1,0.35
6.227327722636261,pbar_level,plant_pbar,0.55
6.254920160940298,pbar_level,truck20-11pb,0.9185994817937931
6.281211790109831,pbar_level,sh_pbar2,0.65
6.318434476028191,pbar_level,sh_pbar1,0.4
6.331353021817884,pbar_level,plant_pbar,0.5
6.3473727692529796,pbar_level,sh_pbar3,0.4
6.418437868190271,pbar_level,truck20-31pb,0.8801486553130065
6.435378320999508,pbar_level,plant_pbar,0.44999999999999996
6.481147523570461,pbar_level,sh_pbar2,0.7
6.495958178343775,pbar_level,sh_pbar1,0.45
6.539403620181131,pbar_level,plant_pbar,0.4
6.563210903173931,pbar_level,sh_pbar3,0.45
6.643428919362755,pbar_level,plant_pbar,0.35
6.673481880659359,pbar_level,sh_pbar1,0.5
6.681083257031091,pbar_level,sh_pbar2,0.75
6.747454218544378,pbar_level,plant_pbar,0.30000000000000004
6.779049037094882,pbar_level,sh_pbar3,0.5
6.851005582974944,pbar_level,sh_pbar1,0.55
6.851479517726002,pbar_level,plant_pbar,0.25
6.881018990491721,pbar_level,sh_pbar2,0.8
6.933257812658688,pbar_level,truck20-11pb,0.8914659757250575
6.9555048169076255,pbar_level,plant_pbar,0.19999999999999996
6.994887171015834,pbar_level,sh_pbar3,0.55
